,project_source_id,Activity Type,Owner Type,Space Type,Project Size,Certification date,CBSA,USGBC Chapter,EPA Region,ASHRAE Climate Zone,Urban Rural Classification,Electric Utility Provider,address,building.URL,rating_program_name
14,10000238,LEED,Investor,Industrial Manufacturing,"14,162 sq ft",October 01 2004,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pasadena Water & Power Dept.,"2812 E Walnut St, Pasadena, CA, USA",http://www.gbig.org/buildings/10550,LEED NC 2.0
15,10000134,LEED,Non-profit,Office,"51,000 sq ft",September 12 2002,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"2121 Sand Hill Rd, Menlo Park, CA, USA",http://www.gbig.org/buildings/30446,LEED NC 2.0
16,10000135,LEED,Corporate,Office,"253,000 sq ft",November 09 2001,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"1 Premier Pl, Irvine, CA, USA",http://www.gbig.org/buildings/304,LEED NC 2.0
17,10000158,LEED,Local Government,Public Assembly,"20,100 sq ft",January 05 2004,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"1243 San Tomas Aquino Rd, San Jose, CA, USA",http://www.gbig.org/buildings/3242,LEED NC 2.0
18,10000183,LEED,Local Government,Public Assembly,"12,500 sq ft",August 11 2005,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"7935 Vineland Ave, Los Angeles, CA, USA",http://www.gbig.org/buildings/42502,LEED NC 2.0
19,10000273,LEED,Corporate,Laboratory,"92,000 sq ft",March 30 2004,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"6001 Sunol Blvd, Pleasanton, CA, USA",http://www.gbig.org/buildings/40056,LEED NC 2.0
20,10000290,LEED,Local Government,Industrial Manufacturing,"142,000 sq ft",June 19 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"Van Nuys Airport (VNY), 16461 Sherman Way, Van Nuys, CA, USA",http://www.gbig.org/buildings/1308735,LEED NC 2.0
21,10000439,LEED,Local Government,Public Order and Safety,"11,930 sq ft",June 28 2004,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",Redwood Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"201 W Sierra Ave, Cotati, CA, USA",http://www.gbig.org/buildings/29863,LEED NC 2.0
22,10000445,LEED,Local Government,Health Care,800 sq ft,January 27 2009,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"3201 Lacy St, Los Angeles, CA, USA",http://www.gbig.org/buildings/11985,LEED NC 2.0
23,10000448,LEED,Higher Education,Higher Ed,"165,000 sq ft",September 05 2007,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"2050 Center St, Berkeley, CA, USA",http://www.gbig.org/buildings/7940,LEED NC 2.0
24,10000460,LEED,Higher Education,Higher Ed,NA,October 19 2006,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"175 West 6th Street, The Claremont Colleges, Claremont, CA, USA",http://www.gbig.org/buildings/112815,LEED NC 2.0
25,10000465,LEED,Corporate,Office,"52,300 sq ft",January 30 2004,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"2480 Natomas Park Dr, Sacramento, CA, USA",http://www.gbig.org/buildings/31708,LEED NC 2.0
26,10000479,LEED,Local Government,Public Order and Safety,"116,903 sq ft",August 10 2004,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"333 Olympic Dr, Santa Monica, CA, USA",http://www.gbig.org/buildings/12364,LEED NC 2.0
27,10000483,LEED,K-12 Education,K-12,"9,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"5243 Laurel Canyon Blvd, North Hollywood, CA, USA",http://www.gbig.org/buildings/38837,LEED NC 2.0
28,10000503,LEED,Local Government,Public Order and Safety,"14,463 sq ft",May 18 2006,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"9224 Sunland Boulevard, Sunland, CA, USA",http://www.gbig.org/buildings/112822,LEED NC 2.0
29,10000504,LEED,Local Government,Public Order and Safety,"8,230 sq ft",December 02 2005,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"7063 Laurel Canyon Boulevard, Los Angeles, CA, USA",http://www.gbig.org/buildings/112823,LEED NC 2.0
30,10000526,LEED,Local Government,Public Assembly,"16,000 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"33801-, 33949 Rowland Dr, Fremont, CA, United States",http://www.gbig.org/buildings/1308750,LEED NC 2.0
31,10000528,LEED,Local Government,Public Order and Safety,"58,000 sq ft",October 28 2004,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"1000 Lincoln Ave, Woodland, CA, USA",http://www.gbig.org/buildings/23040,LEED NC 2.0
32,10000529,LEED,Higher Education,Higher Ed,"175,544 sq ft",December 18 2007,"Merced, CA Metropolitan Statistical Area",Central California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Small metro,Pacific Gas and Electric Co.,"5320 Lake Rd, Merced, CA, USA",http://www.gbig.org/buildings/16806,LEED NC 2.0
33,10000530,LEED,Higher Education,Higher Ed,"92,606 sq ft",March 12 2008,"Merced, CA Metropolitan Statistical Area",Central California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Small metro,Pacific Gas and Electric Co.,"5320 Lake Rd, Merced, CA, USA",http://www.gbig.org/buildings/16806,LEED NC 2.0
34,10000536,LEED,Higher Education,Higher Ed,"24,880 sq ft",March 05 2007,"Merced, CA Metropolitan Statistical Area",Central California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Small metro,Pacific Gas and Electric Co.,"5320 Lake Rd, Merced, CA, USA",http://www.gbig.org/buildings/16806,LEED NC 2.0
35,10000537,LEED,Higher Education,Higher Ed,"174,105 sq ft",March 05 2009,"Merced, CA Metropolitan Statistical Area",Central California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Small metro,Pacific Gas and Electric Co.,"5320 Lake Rd, Merced, CA, USA",http://www.gbig.org/buildings/16806,LEED NC 2.0
36,10000548,LEED,Higher Education,Higher Ed,"17,000 sq ft",April 27 2006,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"LaKretz Hall, 619 Charles E Young Drive East, University of California, Los Angeles, Los Angeles, CA, USA",http://www.gbig.org/buildings/783593,LEED NC 2.0
37,10000555,LEED,State Government,Office,"550,000 sq ft",August 18 2006,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"400 Q St, Sacramento, CA, USA",http://www.gbig.org/buildings/36059,LEED NC 2.0
38,10000327,LEED,Non-profit,Retail,"11,372 sq ft",March 10 2006,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"19480 Bear Creek Road, Los Gatos, CA, USA",http://www.gbig.org/buildings/112792,LEED NC 2.0
39,10000345,LEED,Local Government,Office: Mixed Use,"20,108 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"3369 Union Ave, San Jose, CA, USA",http://www.gbig.org/buildings/34631,LEED NC 2.0
40,10000369,LEED,Local Government,Laboratory,"28,975 sq ft",December 18 2005,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"50 Tower Road, Highlands-Baywood Park, CA, USA",http://www.gbig.org/buildings/112797,LEED NC 2.0
41,10000406,LEED,Non-profit,Retail,"5,020 sq ft",December 11 2003,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"4700 N Griffin Ave, Los Angeles, CA, USA",http://www.gbig.org/buildings/15434,LEED NC 2.0
42,10000416,LEED,Non-profit,Other,"66,000 sq ft",March 31 2004,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"6075 Kimball Ave, Chino, CA, USA",http://www.gbig.org/buildings/18019,LEED NC 2.0
43,10000434,LEED,Corporate,Retail,"12,952 sq ft",November 26 2007,"Truckee-Grass Valley, CA Micropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Micropolitan (nonmetropolitan),NA,"13051 Fairway Dr, Truckee, CA, USA",http://www.gbig.org/buildings/1308747,LEED NC 2.1
44,10000950,LEED,Federal Government,Office,"652,423 sq ft",September 29 2009,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"San Francisco Federal Building, 90 7th Street, San Francisco, CA, USA",http://www.gbig.org/buildings/869318,LEED NC 2.1
45,10000962,LEED,Corporate,Industrial Manufacturing,"15,039 sq ft",February 10 2005,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"3440 W El Segundo Blvd, Hawthorne, CA, USA",http://www.gbig.org/buildings/34800,LEED NC 2.1
46,10000689,LEED,Local Government,Office,"643,000 sq ft",September 07 2005,"Vallejo-Fairfield, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"530 Clay St, Fairfield, CA, USA",http://www.gbig.org/buildings/38936,LEED NC 2.1
47,10000693,LEED,State Government,NA,"6,000 sq ft",February 14 2007,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"73-510 Fred Waring Dr, Palm Desert, CA, USA",http://www.gbig.org/buildings/1308756,LEED NC 2.1
48,10000698,LEED,K-12 Education,Higher Ed,"15,000 sq ft",February 05 2007,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"121 Avenida Grande, San Jose, CA, USA",http://www.gbig.org/buildings/25140,LEED NC 2.1
49,10000716,LEED,Corporate,Other,"86,424 sq ft",January 05 2006,"Truckee-Grass Valley, CA Micropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Micropolitan (nonmetropolitan),Truckee-Donner Public Utility District,"12915 Fairway Dr, Truckee, CA, USA",http://www.gbig.org/buildings/599784,LEED NC 2.1
50,10000723,LEED,Local Government,Service,"330,000 sq ft",October 08 2008,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"55 Music Concourse Dr, San Francisco, CA, USA",http://www.gbig.org/buildings/17034,LEED NC 2.1
51,10000725,LEED,Non-profit,Office,"321,111 sq ft",January 12 2006,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"1776 Main St, Santa Monica, CA, USA",http://www.gbig.org/buildings/6338,LEED NC 2.1
52,10000735,LEED,Higher Education,Higher Ed,"25,711 sq ft",January 12 2005,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"550 Foothill Boulevard, Pomona, CA, USA",http://www.gbig.org/buildings/112849,LEED NC 2.1
53,10000754,LEED,Higher Education,Higher Ed,"25,114 sq ft",June 25 2008,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"1900 Pico Blvd, Santa Monica, CA, USA",http://www.gbig.org/buildings/6905,LEED NC 2.1
54,10000755,LEED,Non-profit,Office: Mixed Use,"8,555 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"3850 Westgate Pl, San Diego, CA, USA",http://www.gbig.org/buildings/13550,LEED NC 2.1
55,10000776,LEED,State Government,Industrial Manufacturing,"14,656 sq ft",February 06 2007,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"6111 Business Center Ct, San Diego, CA, USA",http://www.gbig.org/buildings/18107,LEED NC 2.1
56,10000983,LEED,Federal Government,Laboratory,"96,000 sq ft",October 04 2007,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"1 Cyclotron Road, Berkeley, CA, USA",http://www.gbig.org/buildings/987604,LEED NC 2.1
57,10001002,LEED,Non-profit,Public Assembly,"43,000 sq ft",NA,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",California Central Coast Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"1695 Calle Joaquin, San Luis Obispo, CA, USA",http://www.gbig.org/buildings/28091,LEED NC 2.1
58,10001036,LEED,Non-profit,Religious Worship,"16,189 sq ft",May 16 2008,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",California Central Coast Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"10180 Los Osos Valley Rd, San Luis Obispo, CA, USA",http://www.gbig.org/buildings/1214,LEED NC 2.1
59,10001054,LEED,Local Government,NA,"8,352 sq ft",November 05 2007,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"1005 N Gaffey St, San Pedro, CA, USA",http://www.gbig.org/buildings/1308776,LEED NC 2.1
60,10001055,LEED,Local Government,NA,"16,130 sq ft",January 06 2009,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"Los Angelis Fire Station 62, 11970 Venice Boulevard, Los Angeles, CA, USA",http://www.gbig.org/buildings/783729,LEED NC 2.1
61,10001056,LEED,Local Government,NA,"24,575 sq ft",April 14 2011,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"10811 S Main St, Los Angeles, CA, USA",http://www.gbig.org/buildings/1724,LEED NC 2.1
62,10001062,LEED,Higher Education,Laboratory,"71,040 sq ft",December 17 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"6201 Winnetka Avenue, Woodland Hills, CA, USA",http://www.gbig.org/buildings/112887,LEED NC 2.1
63,10000972,LEED,Corporate,Office,"18,420 sq ft",October 12 2004,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"5670 Oberlin Dr, San Diego, CA, USA",http://www.gbig.org/buildings/39550,LEED NC 2.1
64,10001079,LEED,Non-profit,Laboratory,"50,369 sq ft",May 08 2006,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"San Diego Zoo Safari Park, 15500 San Pasqual Valley Rd, Escondido, CA, USA",http://www.gbig.org/buildings/1308778,LEED NC 2.1
65,10001093,LEED,Corporate,Office,"18,637 sq ft",August 12 2009,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #4,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"772 Pacific St, Placerville, CA, USA",http://www.gbig.org/buildings/20095,LEED NC 2.1
66,10001114,LEED,Higher Education,Higher Ed,"125,000 sq ft",December 23 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"400 W Washington Blvd, Los Angeles, CA, USA",http://www.gbig.org/buildings/36090,LEED NC 2.1
67,10001129,LEED,Higher Education,Higher Ed,"89,788 sq ft",September 08 2008,"Eureka-Arcata-Fortuna, CA Micropolitan Statistical Area",Redwood Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Micropolitan (nonmetropolitan),Pacific Gas and Electric Co.,"University Center, Plaza Ave, Arcata, CA, USA",http://www.gbig.org/buildings/1063559,LEED NC 2.1
68,10001133,LEED,Federal Government,Public Order and Safety,"430,000 sq ft",July 15 2013,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"333 W Broadway, San Diego, CA, USA",http://www.gbig.org/buildings/34534,LEED NC 2.1
69,10001145,LEED,Higher Education,K-12,"32,101 sq ft",July 22 2008,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"1600 West Imperial Highway, CA, USA",http://www.gbig.org/buildings/112902,LEED NC 2.1
70,10001172,LEED,Non-profit,Multi-Family Residential,"6,200 sq ft",March 31 2006,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Redwood Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"1520 Grand Ave, Dominican University of California, San Rafael, CA, USA",http://www.gbig.org/buildings/5058,LEED NC 2.1
71,10001174,LEED,Corporate,NA,"50,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Glendale Public Service Dept.,"800 Air Way, Glendale, CA, USA",http://www.gbig.org/buildings/42589,LEED NC 2.1
72,10001193,LEED,Higher Education,Industrial Manufacturing,"30,000 sq ft",October 06 2006,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"5800 Fulton Ave, Los Angeles, CA, USA",http://www.gbig.org/buildings/39703,LEED NC 2.1
73,10001226,LEED,Corporate,Industrial Manufacturing,"6,677 sq ft",May 31 2005,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Palo Alto Utilities Dept.,"3431 Hillview Ave, Palo Alto, CA, USA",http://www.gbig.org/buildings/34782,LEED NC 2.1
74,10001235,LEED,Higher Education,Laboratory,"209,080 sq ft",September 26 2008,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"1800 Paseo Rancho Castilla, Los Angeles, CA, USA",http://www.gbig.org/buildings/88420,LEED NC 2.1
75,10001236,LEED,Local Government,Public Assembly,"14,750 sq ft",May 19 2008,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"24000 S Western Ave, Los Angeles, CA, USA",http://www.gbig.org/buildings/31515,LEED NC 2.1
76,10001237,LEED,Higher Education,Laboratory,"118,321 sq ft",September 03 2008,"Modesto, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Medium metro,Turlock Irrigation District,"801 W Monte Vista Ave, Turlock, CA, USA",http://www.gbig.org/buildings/20504,LEED NC 2.1
77,10001255,LEED,Local Government,Service,"76,540 sq ft",December 16 2009,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"1 Airport Dr, Oakland International Airport (OAK), Oakland, CA, USA",http://www.gbig.org/buildings/4,LEED NC 2.1
78,10001268,LEED,Non-profit,Other,"3,400 sq ft",August 19 2009,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"1550 S El Camino Real, Encinitas, CA, USA",http://www.gbig.org/buildings/5255,LEED NC 2.1
79,10001270,LEED,Higher Education,Higher Ed,"153,000 sq ft",June 26 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"1301 Avenida Cesar Chavez, Monterey Park, CA, USA",http://www.gbig.org/buildings/25853,LEED NC 2.1
80,10001294,LEED,Higher Education,Multi-Family Residential,"73,390 sq ft",April 04 2007,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"1 Loyola Marymount University Dr, Loyola Marymount University, Los Angeles, CA, USA",http://www.gbig.org/buildings/257,LEED NC 2.1
81,10001308,LEED,Higher Education,Office,"70,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"6201 Winnetka Avenue, Woodland Hills, CA, USA",http://www.gbig.org/buildings/112887,LEED NC 2.1
82,10001328,LEED,Local Government,Public Order and Safety,"7,545 sq ft",December 23 2005,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"1600 Oak Vista Way, Pleasanton, CA, USA",http://www.gbig.org/buildings/5474,LEED NC 2.1
